San Francisco,San Jose,Sacramento,Oakland,Walnut Creek,Association,Association Pool,BARI,BERD,CCRD,EBRD,MLS,MLSL,SACM,Week or Weekend,# of Rooms_n,# of Units_n,Association Total_n,Bathrooms_n,Bedrooms_n,Selling Date_n,DOM_n,Latitude_n,Longitude_n,On Market Date_n,Days_Between_n,Date of Week_n,Square Footage_n,Selling Price,SP%LP_n,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.233333333,0.010149254,0.034412955,0.5,0.5,0.460273973,0.025862069,0.949022536,0.015619207,0.881578947,0.02073991,0.166666667,0.439863918,970000,0.528585324,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000298507,0.04048583,0.375,0.5,0.457534247,0.110344828,0.951034296,0.011065761,0.851720648,0.053251121,0.833333333,0.439663798,2145000,0.511563817,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.028238866,0.5,0.5,0.747945205,0.046551724,0.934497327,0.017325604,0.92611336,0.031390135,0.833333333,0.439663798,850000,0.518966822,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.2,0,0.075910931,0.375,0.375,0.997260274,0.148275862,0.953346548,0.010789233,0.937753036,0.06838565,0,0.438863318,1625000,0.528585324,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.000298507,0,0.25,0.375,0.153424658,0.018965517,0.949930932,0.011003271,0.830465587,0.014573991,0.833333333,0.438663198,2070000,0.570031341,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.000447761,0.041902834,0.375,0.5,0.868493151,0.003448276,0.950913344,0.010791883,0.961538462,0.023542601,0.833333333,0.438663198,2505000,0.598292446,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2,0.019552239,0.032489879,0.375,0.5,0.290410959,0.025862069,0.950973921,0.012231228,0.850708502,0.020179372,0.5,0.438262958,1135000,0.556522209,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.224291498,0.25,0.25,0.819178082,0.886206897,0.919645856,0.01554544,0.660425101,0.339125561,0.833333333,0.438062838,755000,0.536798876,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.031882591,0.5,0.5,0.512328767,0.006896552,0.949054699,0.015759704,0.893724696,0.02970852,0.666666667,0.437262357,990000,0.548524803,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.01880597,0.031882591,0.5,0.5,0.980821918,0.00862069,0.949047703,0.015746594,0.978238866,0.022421525,0.5,0.437262357,1010000,0.559061926,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.002985075,0.100303644,0.25,0.375,0.306849315,0.022413793,0.950224,0.010913284,0.844129555,0.031390135,0.666666667,0.436461877,1700000,0.570949962,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.266666667,0,0.167408907,0.375,0.375,0.473972603,0.025862069,0.953477894,0.010342054,0.882591093,0.022982063,0.5,0.436061637,1900000,0.512644548,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000298507,0,0.25,0.375,0.860273973,0.193103448,0.951298598,0.011016519,0.9048583,0.077914798,0.833333333,0.435261157,2460000,0.57565114,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.133333333,0.000597015,0.0451417,0.25,0.25,0.594520548,0.127586207,0.951412478,0.012096877,0.870951417,0.059977578,0.166666667,0.433860316,1189000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.036538462,0.375,0.5,0.134246575,0.081034483,0.934456759,0.017298826,0.702935223,0.155269058,0.833333333,0.433660196,915301,0.577002053,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.036538462,0.375,0.5,0.364383562,0.010344828,0.934456759,0.017298826,0.756072874,0.179932735,0.833333333,0.433660196,878975,0.554576894,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000298507,0,0.375,0.5,0.915068493,0.053448276,0.951255311,0.010911628,0.95951417,0.027466368,0.166666667,0.432659596,3100000,0.50405274,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.366666667,0.000298507,0.044230769,0.375,0.5,0.846575342,0.036206897,0.950516363,0.011011963,0.949392713,0.028026906,0.333333333,0.432659596,2751000,0.59418567,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.000447761,0,0.375,0.375,0.997260274,0.151724138,0.951036712,0.010927348,0.943825911,0.061659193,0.833333333,0.432459476,3200000,0.491192046,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000447761,0.060728745,0.5,0.5,0.805479452,0.017241379,0.950700987,0.010944723,0.943825911,0.022982063,0.833333333,0.432459476,2310000,0.592240354,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.16791498,0.5,0.25,0.665753425,0.094827586,0.970934181,0.010360423,0.908906883,0.033632287,1,0.431658995,260000,0.507348968,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.166666667,0,0.16791498,0.5,0.25,0.723287671,0.017241379,0.970934181,0.010360423,0.942307692,0.007286996,0.333333333,0.431658995,255000,0.526423863,0,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.133333333,0,0.16791498,0.5,0.25,0.495890411,0.543103448,0.970934181,0.010360423,0.743421053,0.181053812,0.166666667,0.431658995,250000,0.496757808,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.333333333,0,0.063259109,0.375,0.5,0.868493151,0.046551724,0.956208444,0.01076563,0.960526316,0.018497758,0.5,0.431258755,1213000,0.554252675,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.036538462,0.375,0.5,0.665753425,0.206896552,0.934458671,0.017513567,0.841093117,0.109865471,0.833333333,0.431258755,939000,0.536204474,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000298507,0,0.375,0.5,0.690410959,0.024137931,0.950643002,0.010632637,0.92965587,0.015695067,0.833333333,0.431058635,1950000,0.537069059,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.033603239,0.375,0.375,0.501369863,0.062068966,0.962030688,0.009507786,0.88917004,0.02073991,0.333333333,0.430658395,724000,0.533826867,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.3,0.019701493,0.056072874,0.5,0.375,0.901369863,0.003448276,0,1,0.70597166,0.325672646,0.666666667,0.430058035,1459790,0.547281963,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.000298507,0,0.25,0.375,0.84109589,0.179310345,0.951351876,0.011133865,0.912449393,0.065022422,1,0.428857314,2925000,0.490651681,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.003880597,0.043522267,0.375,0.375,0.926027397,0.005172414,0.975503847,0.020285492,0.971153846,0.016816143,0.5,0.427656594,521488,0.56116935,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.036538462,0.375,0.5,0.189041096,0.115517241,0.934450215,0.017522485,0.720647773,0.146860987,0.833333333,0.427256354,815190,0.516102886,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.036538462,0.375,0.5,0.580821918,0.089655172,0.93443441,0.017522089,0.763157895,0.177690583,0.833333333,0.427256354,821670,0.543931698,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.000447761,0.008156208,0.25,0.375,0.4,0.074137931,0.94994563,0.01109787,0.856275304,0.036995516,0,0.427056234,1850000,0.551821031,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.002686567,0.043016194,0.5,0.5,0.22739726,0.365517241,0.947774412,0.014087791,0.733805668,0.1367713,0.5,0.426455874,728000,0.514049497,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.233333333,0.009850746,0.040890688,0.5,0.375,0.539726027,0.006896552,0.949040027,0.015581427,0.903846154,0.012331839,0.5,0.426055633,875000,0.540527397,0,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.025303644,0.375,0.5,0.704109589,0.060344828,0.955362436,0.010497115,0.918522267,0.035874439,0.666666667,0.425855513,980000,0.527072301,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.020748988,0.5,0.5,0.55890411,0.081034483,0.937461879,0.016153029,0.879554656,0.043161435,0.666666667,0.425655393,955000,0.539824922,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.00238806,0.05597166,0.375,0.375,0.849315068,0.181034483,0.970035298,0.016977935,0.833502024,0.156390135,0.666666667,0.425255153,920000,0.528153031,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000447761,0.02145749,0.375,0.5,0.01369863,0.196551724,0.950763199,0.010993965,0.755060729,0.070627803,0.5,0.425055033,1655000,0.594617962,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.3,0.007761194,0.05465587,0.5,0.5,0.139726027,0.012068966,0.954474978,0.013956155,0.819838057,0.023542601,0.833333333,0.425055033,770000,0.537501351,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.3,0.007761194,0.05465587,0.5,0.375,0.071232877,0.005172414,0.954458469,0.013947278,0.816295547,0.014013453,0.833333333,0.425055033,769000,0.536798876,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.050607287,0.375,0.375,0.539726027,0,0.944704588,0.012540309,0.906376518,0.010089686,0.166666667,0.424654793,1676000,0.545336648,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.266666667,0.002686567,0.055263158,0.25,0.25,0.043835616,0.029310345,0.953708498,0.013719621,0.748481781,0.083520179,0.666666667,0.424454673,2300000,0.525289095,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.055263158,0.25,0.25,0.043835616,0.022413793,0.953708674,0.013719128,0.75,0.084080717,0,0.424454673,2300000,0.525289095,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.366666667,0.005373134,0.039473684,0.5,0.5,0.457534247,0.060344828,0.952228109,0.013415176,0.864878543,0.040358744,0.5,0.423454072,1210000,0.536798876,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.065587045,0.5,0.375,0.676712329,0.003448276,0.91900146,0.016069028,0.924089069,0.01793722,0.166666667,0.422853712,1325000,0.557981195,0,1,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.024392713,0.5,0.5,0.810958904,0.025862069,0.93826387,0.015676584,0.942813765,0.02690583,0.5,0.422853712,979000,0.584891387,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.233333333,0.000298507,0.019433198,0.375,0.5,0.810958904,0.017241379,0.950930231,0.010872677,0.946862348,0.020179372,0.666666667,0.422653592,2350000,0.549767643,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.041497976,0.375,0.375,0.523287671,0.072413793,0.962184482,0.009387612,0.887651822,0.02690583,1,0.421853112,850000,0.525883497,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3,0.000447761,0.036639676,0.25,0.5,0.646575342,0.139655172,0.950473554,0.010890796,0.881578947,0.05941704,0.166666667,0.421652992,1665000,0.52723441,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.3,0.028656716,0.022672065,0.375,0.5,0.723287671,0.018965517,0.950046901,0.01532179,0.929149798,0.021860987,0.666666667,0.421052632,965000,0.545931049,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.3,0.021044776,0.024797571,0.375,0.375,0.723287671,0.00862069,0.950053822,0.015326903,0.933198381,0.017376682,0.833333333,0.421052632,950000,0.54312115,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.3,0.023880597,0.032388664,0.375,0.375,0.457534247,0.032758621,0.950312059,0.015255415,0.872975709,0.030269058,0.833333333,0.420852512,865888,0.528747433,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.3,0.023880597,0.030364372,0.375,0.5,0.942465753,0.013793103,0.950411543,0.015256586,0.971153846,0.02073991,0.5,0.420852512,975000,0.552199287,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.233333333,0.000298507,0.030870445,0.375,0.5,0.550684932,0.10862069,0.951431101,0.010941952,0.883603239,0.036995516,0.833333333,0.420652391,2350000,0.505403653,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.00238806,0.05597166,0.5,0.375,0.389041096,0.168965517,0.970035298,0.016977935,0.828947368,0.067264574,0.333333333,0.420052031,865000,0.536798876,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.00238806,0.054554656,0.5,0.375,0.6,0.081034483,0.970058074,0.01697964,0.884615385,0.048206278,0,0.420052031,875000,0.536798876,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.728767123,0.005172414,0.947101829,0.010520307,0.933198381,0.020179372,0.833333333,0.419451671,1630000,0.530584675,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.333333333,0.022985075,0.029251012,0.375,0.5,0.147945205,0.003448276,0.950608348,0.015309827,0.83097166,0.012892377,1,0.419051431,850000,0.571274181,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.333333333,0.024626866,0.029251012,0.375,0.375,0.917808219,0.00862069,0.950612374,0.015313833,0.965587045,0.021860987,1,0.419051431,950000,0.567437588,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.266666667,0.009552239,0.03208502,0.375,0.375,0.95890411,0.124137931,0.950825588,0.012145441,0.862348178,0.14573991,0.833333333,0.418451071,1184959,0.565600346,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.233333333,0.000895522,0.035425101,0.5,0.375,0.652054795,0.101724138,0.943303803,0.01508797,0.837044534,0.109865471,0.666666667,0.418250951,1008297,0.541337944,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.233333333,0,0.035425101,0.5,0.375,0.484931507,0.024137931,0,1,0.869939271,0.053251121,1,0.418250951,999990,0.536798876,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.00238806,0.05597166,0.375,0.375,0.884931507,0.005172414,0.97006205,0.016978703,0.95597166,0.031950673,0.166666667,0.41805083,915000,0.533880903,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.00238806,0.054554656,0.375,0.375,0.150684932,0.168965517,0.970032706,0.016978493,0.761133603,0.091367713,0.166666667,0.41805083,920000,0.536798876,0,1,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.05597166,0.25,0.375,0.539726027,0.093103448,0.938228586,0.016380751,0.872469636,0.047085202,0.666666667,0.41805083,1070000,0.523019561,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.333333333,0.024626866,0.029251012,0.375,0.375,0.536986301,0.013793103,0.950573492,0.01532074,0.902327935,0.013452915,0,0.41765059,880000,0.543661515,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.333333333,0.024626866,0.029251012,0.5,0.375,0.6,0.010344828,0.950570044,0.015317905,0.909919028,0.01793722,0.166666667,0.41765059,895000,0.540419323,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.000298507,0,0.375,0.375,0.076712329,0.251724138,0.950230191,0.010789177,0.738360324,0.100896861,0.833333333,0.41644987,900000,0.443423754,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.266666667,0.017462687,0.037449393,0.5,0.5,0.8,0.012068966,0.949064212,0.015580013,0.942813765,0.022421525,0.5,0.41604963,935000,0.558413488,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000298507,0.015182186,0.375,0.375,0.791780822,0.017241379,0.951295049,0.011064533,0.943825911,0.019618834,0.833333333,0.413648189,2850000,0.528423214,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.003283582,0.082692308,0.375,0.375,0.345205479,0.015517241,0.950429663,0.01117343,0.869433198,0.010650224,0.833333333,0.413247949,2000000,0.511077488,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.036437247,0.25,0.375,0.208219178,0.027586207,0.947582113,0.022852394,0.791497976,0.068946188,0.833333333,0.413047829,313500,0.543067113,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000298507,0.030364372,0.375,0.375,0.715068493,0.006896552,0.95076934,0.010921919,0.936234818,0.012331839,0.666666667,0.412647589,2895000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.3,0.019701493,0.056072874,0.25,0.25,0.769863014,0.056896552,0.94387358,0.015032806,0.712550607,0.31838565,0.5,0.412647589,1463890,0.575543067,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.127226721,0.375,0.25,0.043835616,0.115517241,0.938355804,0.016617859,0.763157895,0.066704036,0.833333333,0.412647589,1100000,0.522911488,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.266666667,0.000149254,0.100910931,0.375,0.25,0.04109589,0.024137931,0.953222224,0.013909991,0.799595142,0.025784753,0,0.412647589,1985000,0.536798876,1,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.13562753,0.375,0.25,0.868493151,0.031034483,0.938335494,0.016615928,0.94888664,0.030269058,0.166666667,0.412647589,1050000,0.500756511,0,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.131578947,0.375,0.25,0.95890411,0.018965517,0.938386281,0.016627948,0.964574899,0.031390135,0.666666667,0.412647589,1050000,0.536798876,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000597015,0.060728745,0.25,0.5,0.884931507,0.30862069,0.951173141,0.011123324,0.851720648,0.140695067,0.833333333,0.412247348,3150000,0.604344537,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.233333333,0.008358209,0.032894737,0.5,0.5,0.22739726,0.020689655,0.951041997,0.012260623,0.837044534,0.022421525,0.666666667,0.412247348,1220000,0.630930509,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.3,0.000447761,0.100910931,0.375,0.375,0.15890411,0.024137931,0.953201009,0.013900685,0.822874494,0.024103139,0.666666667,0.412047228,1999000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.3,0.000149254,0.100910931,0.375,0.25,0.657534247,0.006896552,0.953169902,0.013885402,0.913461538,0.026345291,0.166666667,0.412047228,1942500,0.525235059,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000447761,0.039473684,0.5,0.625,0.328767123,0.175862069,0.950842298,0.010597628,0.822874494,0.061659193,0.666666667,0.411847108,2290000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.001791045,0.04048583,0.25,0.375,0.830136986,0.015517241,0.956091796,0.019910051,0.947874494,0.025224215,1,0.411847108,390000,0.536852913,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.233333333,0.000597015,0.035425101,0.5,0.375,0.495890411,0.15,0.943303803,0.01508797,0.837044534,0.090807175,0.666666667,0.411847108,999990,0.460823517,0,0,0,0,1,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.000447761,0.032489879,0.25,0.375,0.167123288,0.034482759,0.949955898,0.011010541,0.825404858,0.022982063,0.333333333,0.411646988,2300000,0.536798876,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.000597015,0.100708502,0.25,0.25,0.191780822,0.046551724,0.951332699,0.011135036,0.826923077,0.026345291,0.833333333,0.411646988,2810000,0.503404301,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000298507,0.026720648,0.375,0.375,0.339726027,0.00862069,0.950315431,0.010932275,0.862348178,0.01793722,0.833333333,0.411646988,2485000,0.523019561,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.048380567,0.375,0.375,0.460273973,0.146551724,0.955779677,0.009985572,0.826923077,0.081278027,0.833333333,0.411646988,1400000,0.50248568,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.233333333,0.000298507,0.029352227,0.375,0.375,0.649315068,0.131034483,0.950091648,0.011074824,0.894230769,0.046524664,0.833333333,0.411046628,2700000,0.536798876,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.043016194,0.5,0.375,0.753424658,0.029310345,0.954196759,0.010637193,0.938259109,0.01793722,0.166666667,0.410846508,1850000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.038461538,0.5,0.375,0.246575342,0.113793103,0.954198118,0.010636086,0.789979757,0.079035874,0.333333333,0.410846508,1685000,0.533610721,0,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.042510121,0.375,0.25,0.109589041,0.018965517,0.954213847,0.010635036,0.822874494,0.014573991,0.666666667,0.410846508,1605000,0.540203177,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.043016194,0.375,0.25,0.153424658,0.018965517,0.954196382,0.010638243,0.83097166,0.014013453,1,0.410846508,1625000,0.546957743,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000298507,0.04048583,0.25,0.375,0.197260274,0.010344828,0.951046879,0.010895852,0.844635628,0.007847534,0.833333333,0.410646388,2655000,0.571436291,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000597015,0.138866397,0.25,0.25,0.868493151,0.19137931,0.951163251,0.011023054,0.913967611,0.070627803,0.333333333,0.410646388,2870000,0.514265644,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.4,0,0.045546559,0.5,0.5,0.156164384,0.163793103,0.943774397,0.014935315,0.773279352,0.080156951,0.666666667,0.410046028,1185880,0.520804064,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.044331984,0.375,0.375,0.961643836,0.115517241,0,1,0.92257085,0.080156951,0.833333333,0.409845908,945590,0.534313196,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.233333333,0.001343284,0.114676113,0.375,0.5,0.465753425,0.086206897,0.951026821,0.010869293,0.866396761,0.039237668,1,0.409645787,3300000,0.506646493,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.2,0.000597015,0.030465587,0.625,0.375,0.926027397,0.077586207,0.952838229,0.012550463,0.947874494,0.042600897,1,0.409445667,1750000,0.525289095,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.266666667,0.000298507,0.025303644,0.375,0.375,0.632876712,0.013793103,0.951354393,0.010966049,0.925607287,0.007286996,0.666666667,0.409245547,2695000,0.536798876,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.131578947,0.5,0.375,0.043835616,0.15862069,0.939249629,0.014930121,0.741902834,0.090807175,0.833333333,0.409245547,1975000,0.527666703,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.055668016,0.375,0.5,0.112328767,0.036206897,0.957590505,0.010125366,0.819331984,0.019618834,0.666666667,0.408645187,825000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.2,0,0.055668016,0.375,0.5,0.117808219,0.194827586,0.957631124,0.010120011,0.771761134,0.072309417,0.166666667,0.408645187,830000,0.546741597,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.002089552,0.125910931,0.25,0.25,0.608219178,0.272413793,0.823993606,0.05360979,0.83805668,0.148542601,1,0.407644587,1810000,0.536798876,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.051619433,0.375,0.5,0.742465753,0.00862069,0.944678616,0.012530333,0.932692308,0.022421525,0.666666667,0.407244347,1700000,0.553171944,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.067307692,0.375,0.375,0.575342466,0.1,0.945400124,0.012336611,0.880566802,0.047085202,1,0.407044227,1818750,0.520587917,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.266666667,0.009552239,0.03208502,0.5,0.375,0.868493151,0,0.951271443,0.012636007,0.853238866,0.1367713,0.166666667,0.406844106,1226357,0.600507943,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.266666667,0.009552239,0.03208502,0.5,0.375,0.868493151,0.062068966,0.950836636,0.012153511,0.862348178,0.126681614,0.833333333,0.406844106,1139226,0.577164163,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.266666667,0.009552239,0.03208502,0.5,0.375,0.961643836,0.00862069,0.950825588,0.012145441,0.899291498,0.104820628,0.166666667,0.406844106,1206375,0.563330812,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000298507,0,0.25,0.375,0.095890411,0,0.951080402,0.010923212,0.832995951,0,0.5,0.406043626,2550000,0.536798876,0,0,0,1,0,0,0
