San Francisco,San Jose,Sacramento,Oakland,Walnut Creek,Association,Association Pool,BARI,BERD,CCRD,EBRD,MLS,MLSL,SACM,Week or Weekend,# of Rooms_n,# of Units_n,Association Total_n,Bathrooms_n,Bedrooms_n,Selling Date_n,DOM_n,Latitude_n,Longitude_n,On Market Date_n,Days_Between_n,Date of Week_n,Square Footage_n,Selling Price,SP%LP_n,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.1,0,0.031882591,0.25,0.25,0.578082192,0.055172414,0.963794077,0.010835269,0.897773279,0.02690583,0.833333333,0.178306984,648000,0.535988328,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.033906883,0.25,0.25,0.194520548,0.00862069,0.973159432,0.016167456,0.833502024,0.022982063,0.666666667,0.178306984,242500,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.033906883,0.25,0.25,0.446575342,0.010344828,0.973161647,0.016160307,0.887651822,0.011210762,1,0.178306984,240000,0.536798876,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.023279352,0.25,0.25,0.616438356,0.006896552,0.97395415,0.019749384,0.888157895,0.045403587,0,0.178306984,245000,0.536798876,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.033906883,0.25,0.25,0.810958904,0.001724138,0.973169046,0.016173926,0.943825911,0.025224215,0.833333333,0.178306984,290000,0.520533881,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.2,0.047164179,0.041497976,0.25,0.25,0.536986301,0.072413793,0.956675288,0.012208545,0.860323887,0.060538117,0.166666667,0.178306984,400000,0.538149789,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.2,0.044925373,0.041497976,0.25,0.25,0.136986301,0.015517241,0.956669248,0.012198868,0.830465587,0.011210762,0.833333333,0.178306984,375000,0.530638712,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.056174089,0.25,0.25,0.230136986,0.015517241,0.930645696,0.014992498,0.825910931,0.035313901,0.5,0.178306984,830000,0.571436291,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.166666667,0.044776119,0.041497976,0.25,0.25,0.482191781,0.012068966,0.956697083,0.012198375,0.876518219,0.030829596,0.833333333,0.178306984,395000,0.565600346,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.166666667,0.006716418,0.028441296,0.25,0.375,0.550684932,0.048275862,0.946121782,0.014082864,0.884109312,0.101457399,1,0.178306984,555000,0.52723441,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.000298507,0.005060729,0.125,0.375,0.435616438,0.001724138,0.95014636,0.013024816,0.885121457,0.0117713,0.166666667,0.178306984,359000,0.536798876,0,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.046153846,0.25,0.25,0.208219178,0.010344828,0.938809965,0.015168199,0.837550607,0.018497758,0.833333333,0.178306984,762000,0.585485788,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.038461538,0.25,0.375,0.561643836,0.04137931,0.930740172,0.014995075,0.88917004,0.034753363,0.333333333,0.178306984,655000,0.540959689,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.2,0.047164179,0.041497976,0.25,0.25,0.676712329,0.018965517,0.956662151,0.012204539,0.913461538,0.02970852,0.166666667,0.178306984,425000,0.563492921,0,1,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.133333333,0.001791045,0.065283401,0.25,0.25,0.676712329,0.018965517,0.951606288,0.012513297,0.92257085,0.019618834,0.833333333,0.178306984,848050,0.608235167,0,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.033805668,0.25,0.125,0.838356164,0.072413793,0.941239796,0.015128335,0.925101215,0.051569507,0.5,0.178306984,750000,0.536852913,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.074696356,0.25,0.375,0.764383562,0.04137931,0.942384081,0.013520131,0.925101215,0.034753363,0.5,0.178306984,1000000,0.536798876,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.038461538,0.25,0.375,0.915068493,0.113793103,0.930734963,0.014993799,0.932692308,0.057735426,0.666666667,0.178306984,649000,0.512158219,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.166666667,0.014029851,0.042307692,0.25,0.25,0.323287671,0.039655172,0.949046746,0.01106379,0.847165992,0.031390135,0.5,0.178106864,735000,0.52739652,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.2,0.012089552,0.048582996,0.25,0.25,0.556164384,0.048275862,0.950582904,0.012641799,0.896255061,0.024663677,0.333333333,0.178106864,635000,0.532584027,0,0,1,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.049089069,0.25,0.25,0.021917808,0.231034483,0.94031786,0.015196091,0.737854251,0.090807175,0.666666667,0.178106864,723750,0.535880255,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.049190283,0.25,0.25,0.109589041,0.081034483,0.940311216,0.01519904,0.798582996,0.04764574,0.833333333,0.178106864,738100,0.536852913,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.049595142,0.25,0.25,0.331506849,0.084482759,0.940321534,0.015204258,0.830465587,0.051008969,0.833333333,0.178106864,735000,0.52615368,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.042004049,0.25,0.25,0.320547945,0.04137931,0.949046696,0.011063766,0.847672065,0.030829596,0.666666667,0.178106864,735000,0.52739652,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.049595142,0.25,0.25,0.252054795,0.006896552,0.940324001,0.015198353,0.837044534,0.02970852,0.666666667,0.178106864,716635,0.523289744,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.050101215,0.25,0.25,0.638356164,0.137931034,0.940309681,0.015198078,0.87854251,0.061659193,0.333333333,0.178106864,720000,0.552253323,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.054757085,0.25,0.375,0.495890411,0.032758621,0.940502534,0.014216794,0.882591093,0.029147982,0.5,0.178106864,1140000,0.523830109,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.049595142,0.25,0.25,0.350684932,0.012068966,0.947049381,0.011045187,0.856781377,0.028587444,0.166666667,0.178106864,680000,0.525126986,0,1,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.049595142,0.25,0.25,0.476712329,0.00862069,0.940331928,0.015203999,0.889676113,0.015134529,0.5,0.178106864,745000,0.53393494,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.2,0.012089552,0.048582996,0.25,0.25,0.556164384,0.048275862,0.950582904,0.012641799,0.896255061,0.024663677,0.333333333,0.178106864,635000,0.532584027,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.2,0.012089552,0.046153846,0.25,0.25,0.542465753,0.010344828,0.950582904,0.012641799,0.897773279,0.019618834,0.833333333,0.178106864,610000,0.523830109,0,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.049595142,0.25,0.25,0.695890411,0.106896552,0.940321509,0.015200599,0.907388664,0.041479821,0.5,0.178106864,705000,0.541446018,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.2,0.012089552,0.048481781,0.25,0.25,0.630136986,0.024137931,0.950584062,0.012642041,0.914979757,0.019058296,0.666666667,0.178106864,652000,0.560142656,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.049595142,0.25,0.25,0.810958904,0.094827586,0.940314437,0.015195938,0.924595142,0.051569507,0.333333333,0.178106864,715000,0.533070356,0,0,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.049595142,0.25,0.25,0.830136986,0.051724138,0.940314437,0.015195938,0.940283401,0.032511211,0.833333333,0.178106864,700000,0.537609424,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.2,0.012089552,0.048481781,0.25,0.25,0.819178082,0.018965517,0.950584062,0.012642041,0.945850202,0.022982063,0.333333333,0.178106864,610000,0.546741597,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000895522,0.043016194,0.125,0.25,0.520547945,0.079310345,0.951028936,0.010897638,0.883603239,0.030829596,0.833333333,0.177906744,1380000,0.532908246,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.133333333,0,0.046558704,0.25,0.25,0.594520548,0.044827586,0.944220832,0.014506497,0.875506073,0.057735426,0.5,0.177906744,490000,0.658381066,0,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.058502024,0.125,0.25,0.378082192,0,0.953985358,0.010072247,0.883097166,0.002802691,0.666666667,0.177906744,1588000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.1,0,0.0298583,0.25,0.25,0.284931507,0.127586207,0.963794077,0.010835269,0.817813765,0.055493274,0.166666667,0.177906744,595000,0.533178429,0,1,0,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.166666667,0.01358209,0.05465587,0.25,0.25,0.901369863,0.084482759,0.951187335,0.012313565,0.946862348,0.03867713,0.666666667,0.177906744,844500,0.53393494,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.166666667,0.000895522,0.043016194,0.25,0.25,0.865753425,0.024137931,0.953303639,0.012371798,0.949898785,0.028587444,0.5,0.177906744,978000,0.633902518,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.036716418,0.096862348,0.25,0.25,0.15890411,0.025862069,0.950769818,0.011174044,0.834008097,0.012892377,0.833333333,0.177706624,1219000,0.536798876,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.020746269,0.087044534,0.25,0.25,0.887671233,0.048275862,0.950756177,0.011065026,0.942813765,0.042600897,0.5,0.177706624,1206000,0.539932995,0,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.029149798,0.25,0.25,0.616438356,0.043103448,0.963751847,0.010725201,0.90840081,0.022982063,0.833333333,0.177706624,689000,0.529071652,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.021255061,0.375,0.25,0.589041096,0.031034483,0.972584295,0.020756339,0.906882591,0.019618834,0.333333333,0.177706624,290000,0.520533881,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.166666667,0.137313433,0.042510121,0.25,0.375,0.323287671,0.018965517,0.947915623,0.010754539,0.857287449,0.020179372,0.333333333,0.177706624,715000,0.542148492,0,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0,0.037044534,0.25,0.25,0.668493151,0.170689655,0.967267879,0.008980369,0.885121457,0.059977578,0.166666667,0.177706624,349500,0.524694694,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.053137652,0.25,0.25,0.734246575,0.124137931,0.94075843,0.013543315,0.913461538,0.044843049,0.166666667,0.177706624,1150000,0.448070896,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.166666667,0.001940299,0.043117409,0.25,0.375,0.810958904,0.022413793,0.948895141,0.013549526,0.936740891,0.034753363,0.833333333,0.177706624,400800,0.53923052,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.024477612,0.087955466,0.25,0.25,0.147945205,0.024137931,0.95097757,0.011080551,0.822874494,0.022421525,0.666666667,0.177506504,1340000,0.599859505,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.013432836,0.042004049,0.25,0.25,0.273972603,0.024137931,0.949046746,0.01106379,0.844129555,0.024103139,0.666666667,0.177506504,771000,0.55338809,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.029850746,0.064068826,0.125,0.125,0.17260274,0,0.950825109,0.011260202,0.847165992,0.000560538,0.5,0.177506504,1250000,0.536798876,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000447761,0.04048583,0.25,0.25,0.731506849,0.155172414,0.950615545,0.011072538,0.893218623,0.063901345,0.5,0.177506504,1205000,0.539932995,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000298507,0.025303644,0.25,0.25,0.531506849,0.012068966,0.950356226,0.011040251,0.897267206,0.01793722,0.666666667,0.177506504,1525000,0.587160921,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.133333333,0,0.031376518,0.25,0.25,0.6,0.044827586,0.958083473,0.013100376,0.907388664,0.021300448,0.5,0.177506504,490000,0.536798876,0,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.055566802,0.25,0.375,0.652054795,0.010344828,0.956520437,0.010223423,0.921052632,0.016816143,0.333333333,0.177506504,708000,0.585918081,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.03937247,0.25,0.25,0.608219178,0.039655172,0.973587041,0.020398088,0.900809717,0.02970852,0.666666667,0.177506504,223000,0.522911488,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.03582996,0.375,0.25,0.252054795,0.017241379,0.941609547,0.014845571,0.84159919,0.024663677,1,0.177506504,820000,0.517723981,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.035931174,0.375,0.25,0.153424658,0.024137931,0.941614807,0.0148565,0.818319838,0.028026906,0.333333333,0.177506504,880000,0.546147196,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.00238806,0.072064777,0.25,0.25,0.610958904,0.074137931,0.952256623,0.01251114,0.890182186,0.042040359,0.666666667,0.177506504,725000,0.556900465,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.035425101,0.25,0.25,0.424657534,0.022413793,0.930602535,0.014823236,0.869433198,0.02690583,0.833333333,0.177506504,595000,0.510861342,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.059311741,0.25,0.25,0.534246575,0.017241379,0.947368924,0.01086506,0.893218623,0.024103139,0.5,0.177506504,695000,0.550362045,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.024696356,0.25,0.25,0.630136986,0.067241379,0.940411531,0.015586952,0.896255061,0.039237668,0.333333333,0.177506504,840000,0.531071004,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.068117409,0.25,0.25,0.591780822,0.013793103,0.947944741,0.010712535,0.906376518,0.020179372,0.166666667,0.177506504,740000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.036740891,0.25,0.25,0.865753425,0.201724138,0.946270896,0.011361215,0.907894737,0.075112108,0.666666667,0.177506504,938000,0.504322922,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.040688259,0.25,0.25,0.706849315,0.00862069,0.939400101,0.015566556,0.925101215,0.024663677,0.5,0.177506504,600000,0.537717497,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000746269,0,0.25,0.375,0.915068493,0,0.947672059,0.013904635,0.984311741,0,0.166666667,0.177506504,495000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.026619433,0.25,0.25,0.860273973,0.005172414,0.975630864,0.02062106,0.946356275,0.031950673,0.5,0.177306384,349500,0.536798876,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.034716599,0.375,0.375,0.57260274,0.020689655,0.9371445,0.016390428,0.903846154,0.019058296,0.5,0.177306384,682000,0.550632227,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.034716599,0.375,0.375,0.539726027,0.017241379,0.93708576,0.016393344,0.9048583,0.011210762,0.833333333,0.177306384,658000,0.536798876,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.017004049,0.375,0.25,0.734246575,0.025862069,0.940787095,0.015602623,0.928643725,0.024663677,0.5,0.177306384,847000,0.569977305,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.034716599,0.375,0.375,0.819178082,0.029310345,0.937095601,0.016391543,0.935728745,0.034753363,0.5,0.177306384,690000,0.540743543,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.133333333,0.020298507,0.116801619,0.25,0.25,0.205479452,0.070689655,0.950960004,0.011363865,0.825404858,0.031950673,0.333333333,0.177106264,1445000,0.536798876,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000447761,0.036437247,0.125,0.25,0.252054795,0.020689655,0.950333476,0.010668874,0.844635628,0.019618834,0.833333333,0.177106264,1125000,0.605587377,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.000746269,0.033097166,0.25,0.25,0.824657534,0.113793103,0.951251461,0.011139164,0.930668016,0.042040359,0,0.177106264,1199000,0.536798876,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000298507,0.030364372,0.125,0.25,0.726027397,0.018965517,0.950548904,0.010912735,0.933198381,0.025224215,0.833333333,0.177106264,1340000,0.575705177,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.133333333,0.003283582,0.065384615,0.25,0.25,0.77260274,0.044827586,0.950444562,0.011020525,0.936740891,0.025784753,0.833333333,0.177106264,1718000,0.528423214,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.004626866,0.077732794,0.25,0.25,0.961643836,0.077586207,0.950443757,0.011050752,0.967105263,0.031390135,0.333333333,0.177106264,1228000,0.528153031,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.166666667,0,0.045951417,0.25,0.25,0.112328767,0.134482759,0.959532478,0.009859437,0.792004049,0.048766816,1,0.177106264,540000,0.527936885,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.060728745,0.25,0.25,0.594520548,0.081034483,0.956568103,0.01014006,0.893724696,0.035313901,0.666666667,0.177106264,508000,0.525343132,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.060728745,0.25,0.25,0.876712329,0.043103448,0.95656989,0.01013985,0.955465587,0.024663677,0,0.177106264,463000,0.5298822,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.025101215,0.25,0.25,0.328767123,0.025862069,0.972690071,0.021846795,0.851214575,0.028026906,0.666666667,0.177106264,347000,0.532908246,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.025101215,0.25,0.25,0.695890411,0.125862069,0.972681816,0.02185438,0.875506073,0.079596413,0.5,0.177106264,337450,0.536798876,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.03937247,0.25,0.25,0.849315068,0.020689655,0.973585708,0.020409801,0.943825911,0.031390135,0.833333333,0.177106264,228000,0.543985734,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.166666667,0.118208955,0.063259109,0.25,0.25,0.156164384,0.198275862,0.954157021,0.014028936,0.770748988,0.081278027,1,0.177106264,475000,0.536798876,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.046558704,0.25,0.25,0.290410959,0.012068966,0.944576942,0.012186048,0.850708502,0.020179372,0.5,0.177106264,905000,0.541013725,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.046558704,0.25,0.25,0.383561644,0.022413793,0.944585071,0.012189078,0.86437247,0.024103139,0.333333333,0.177106264,923000,0.535610072,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.166666667,0.006865672,0.046356275,0.25,0.25,0.715068493,0.056896552,0,1,0.914979757,0.035874439,0.666666667,0.177106264,510000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.046558704,0.25,0.25,0.953424658,0.170689655,0.944583435,0.012179707,0.925607287,0.072869955,0.666666667,0.177106264,845000,0.534259159,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.033097166,0.25,0.25,0.824657534,0.074137931,0.951251461,0.011139164,0.930668016,0.042040359,0,0.177106264,1199000,0.536798876,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.046558704,0.25,0.25,0.742465753,0.006896552,0.944576942,0.012186048,0.935222672,0.019058296,0.333333333,0.177106264,770000,0.60834324,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.046558704,0.25,0.25,0.77260274,0.022413793,0.944589953,0.012190427,0.936740891,0.024103139,0.833333333,0.177106264,900000,0.522209013,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.166666667,0.118208955,0.063259109,0.25,0.25,0.964383562,0.074137931,0.954180652,0.014029986,0.954959514,0.05044843,1,0.177106264,445000,0.52491084,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.166666667,0.001791045,0.065182186,0.25,0.25,0.926027397,0.027586207,0.951606288,0.012513297,0.965587045,0.025224215,1,0.177106264,819000,0.532854209,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.133333333,0.034776119,0.109817814,0.25,0.25,0.709589041,0.174137931,0.950819548,0.011363,0.881578947,0.075672646,0.166666667,0.176906144,1125000,0.525072949,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.166666667,0,0.027327935,0.375,0.375,0.580821918,0.124137931,0.967722643,0.008303069,0.885121457,0.042040359,0.166666667,0.176906144,397000,0.546471415,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.233333333,0.004029851,0.039979757,0.25,0.25,0.021917808,0.013793103,0.953789812,0.014033872,0.803643725,0.051008969,0.166666667,0.176906144,630000,0.550037826,0,1,0,0,0,0,0
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.1,0.02,0.094534413,0.25,0.25,0.101369863,0.006896552,0.951213635,0.012280155,0.822874494,0.012892377,0.666666667,0.176906144,1100000,0.592024208,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.080566802,0.125,0.25,0.15890411,0.015517241,0.938420609,0.01649304,0.828441296,0.01793722,0.166666667,0.176906144,542000,0.554306711,0,1,0,0,0,0,0
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.166666667,0.02,0.094534413,0.25,0.25,0.638356164,0.003448276,0.951213635,0.012280155,0.921052632,0.013452915,0.333333333,0.176906144,980000,0.536798876,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.043319838,0.25,0.25,0.791780822,0.022413793,0.93828131,0.015030375,0.939271255,0.026345291,0.5,0.176906144,710000,0.507997406,0,0,0,1,0,0,0
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.2,0.003283582,0.04645749,0.25,0.25,0.843835616,0.025862069,0.95163002,0.012422518,0.949898785,0.039798206,0.5,0.176906144,700000,0.537555387,0,0,0,1,0,0,0
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.2,0.003283582,0.04645749,0.25,0.25,0.901369863,0.051724138,0.95163002,0.012422518,0.953947368,0.031390135,0.666666667,0.176906144,715000,0.526423863,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000298507,0.020647773,0.125,0.25,0.301369863,0.022413793,0.950019066,0.01097924,0.851214575,0.022982063,0.666666667,0.176706024,1275000,0.528477251,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.166666667,0.001044776,0.046052632,0.25,0.25,0.369863014,0.062068966,0.950414085,0.0108464,0.847672065,0.039798206,0.666666667,0.176706024,1100222,0.590943478,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000447761,0.022773279,0.125,0.25,0.646575342,0.081034483,0.950008496,0.010975104,0.901315789,0.037556054,0.833333333,0.176706024,1210000,0.550794337,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.00119403,0.053137652,0.25,0.125,0.923287671,0.039655172,0.950612827,0.011138106,0.965587045,0.022421525,1,0.176706024,980000,0.554468821,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.133333333,0,0.048582996,0.25,0.25,0.734246575,0.04137931,0.965393126,0.012375683,0.933704453,0.019058296,1,0.176706024,815000,0.550416081,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.027834008,0.25,0.25,0.194520548,0.00862069,0.970750237,0.018563028,0.833502024,0.020179372,0.666666667,0.176706024,499000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.044534413,0.25,0.25,0.328767123,0.201724138,0.96534921,0.012371943,0.762145749,0.133408072,0.5,0.176706024,775000,0.587106884,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.041801619,0.25,0.25,0.523287671,0.086206897,0.938493668,0.014832929,0.875506073,0.040358744,0.5,0.176706024,680000,0.52210094,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.049190283,0.25,0.25,0.632876712,0.015517241,0.945139647,0.011937082,0.911437247,0.023542601,0.666666667,0.176706024,1150000,0.562412191,0,0,0,0,1,0,0
